ticketID,customerID,date,issue_type,resolution_time,satisfaction_score,status
TKT10025,0866-QLSIR,2025-09-29,performance,4,1,open
TKT59887,0866-QLSIR,2025-09-29,technical,52,5,escalated
TKT85824,6050-FFXES,2025-09-29,feature_request,40,3,resolved
TKT16036,6050-FFXES,2025-09-29,technical,33,5,resolved
TKT58538,6050-FFXES,2025-09-29,technical,41,5,open
TKT52372,7181-BQYBV,2025-09-29,billing,23,4,escalated
TKT78871,7181-BQYBV,2025-09-29,feature_request,3,5,open
TKT95281,7181-BQYBV,2025-09-29,billing,16,2,resolved
TKT44410,7181-BQYBV,2025-09-29,billing,9,3,escalated
TKT57358,7181-BQYBV,2025-09-29,performance,29,1,open
TKT22471,7181-BQYBV,2025-09-29,billing,5,2,resolved
TKT73181,7181-BQYBV,2025-09-29,feature_request,38,4,escalated
TKT86331,0362-RAOQO,2025-09-29,login_issue,30,5,escalated
TKT62982,9554-DFKIC,2025-09-29,billing,10,2,resolved
TKT47413,9554-DFKIC,2025-09-29,feature_request,36,4,open
TKT37690,9554-DFKIC,2025-09-29,performance,40,3,resolved
TKT28359,0829-DDVLK,2025-09-29,performance,9,1,open
TKT78576,0829-DDVLK,2025-09-29,login_issue,24,5,open
TKT59863,1399-UBQIU,2025-09-29,login_issue,33,1,escalated
TKT81296,1399-UBQIU,2025-09-29,billing,38,2,open
TKT63448,1399-UBQIU,2025-09-29,feature_request,47,1,open
TKT92063,1813-JLKWR,2025-09-29,feature_request,23,3,escalated
TKT58874,1813-JLKWR,2025-09-29,billing,10,5,escalated
TKT40026,7322-OCWHC,2025-09-29,login_issue,11,5,escalated
TKT78276,7322-OCWHC,2025-09-29,feature_request,26,5,open
TKT46995,4957-TIALW,2025-09-29,feature_request,32,3,open
TKT45684,2054-PJOCK,2025-09-29,feature_request,47,4,escalated
TKT83163,2054-PJOCK,2025-09-29,technical,64,5,escalated
TKT18353,9150-HEPMB,2025-09-29,technical,59,5,escalated
TKT33187,9150-HEPMB,2025-09-29,login_issue,31,2,resolved
TKT69469,9030-QGZNL,2025-09-29,feature_request,47,3,open
TKT43884,6204-IEUXJ,2025-09-29,billing,6,5,open
TKT53243,6204-IEUXJ,2025-09-29,performance,7,1,escalated
TKT28434,6204-IEUXJ,2025-09-29,performance,30,4,resolved
TKT46561,6204-IEUXJ,2025-09-29,performance,6,1,resolved
TKT45468,6204-IEUXJ,2025-09-29,feature_request,15,4,escalated
TKT21122,6204-IEUXJ,2025-09-29,technical,40,5,escalated
TKT75343,3126-WQMGH,2025-09-29,billing,33,5,escalated
TKT14375,4529-CKBCL,2025-09-29,login_issue,45,5,resolved
TKT79234,4529-CKBCL,2025-09-29,login_issue,19,1,resolved
TKT86790,4529-CKBCL,2025-09-29,performance,29,3,escalated
TKT90616,4529-CKBCL,2025-09-29,login_issue,40,3,escalated
TKT88297,4529-CKBCL,2025-09-29,performance,7,1,escalated
TKT46803,4529-CKBCL,2025-09-29,technical,89,3,open
TKT47678,2506-CLAKW,2025-09-29,login_issue,33,1,escalated
TKT22828,2506-CLAKW,2025-09-29,technical,39,3,escalated
TKT50982,2506-CLAKW,2025-09-29,login_issue,35,4,escalated
TKT80072,2506-CLAKW,2025-09-29,performance,38,5,resolved
TKT55931,7176-WRTNX,2025-09-29,technical,58,5,open
TKT61108,7176-WRTNX,2025-09-29,feature_request,10,2,resolved
TKT53732,1583-IHQZE,2025-09-29,login_issue,26,2,escalated
TKT21320,1583-IHQZE,2025-09-29,technical,64,5,escalated
TKT51463,1583-IHQZE,2025-09-29,feature_request,33,1,escalated
TKT37725,1583-IHQZE,2025-09-29,technical,85,1,open
TKT63096,1583-IHQZE,2025-09-29,billing,22,4,resolved
TKT62701,1583-IHQZE,2025-09-29,performance,33,2,escalated
TKT86517,1583-IHQZE,2025-09-29,feature_request,26,1,escalated
TKT26808,1583-IHQZE,2025-09-29,performance,10,1,resolved
TKT67213,9239-GZHZE,2025-09-29,performance,34,2,escalated
TKT75303,9239-GZHZE,2025-09-29,login_issue,36,3,open
TKT26616,0151-ONTOV,2025-09-29,technical,52,2,open
TKT34849,0151-ONTOV,2025-09-29,login_issue,19,2,escalated
TKT81063,0151-ONTOV,2025-09-29,feature_request,3,2,open
TKT33515,4140-MUHUG,2025-09-29,performance,23,3,open
TKT12569,4140-MUHUG,2025-09-29,performance,20,2,resolved
TKT93755,4140-MUHUG,2025-09-29,login_issue,31,4,escalated
TKT23132,4140-MUHUG,2025-09-29,login_issue,21,2,resolved
TKT78847,4140-MUHUG,2025-09-29,performance,28,3,open
TKT77710,4140-MUHUG,2025-09-29,feature_request,44,3,open
TKT27731,4140-MUHUG,2025-09-29,technical,29,5,resolved
TKT65025,0093-EXYQL,2025-09-29,feature_request,47,1,escalated
TKT63586,0093-EXYQL,2025-09-29,billing,46,5,resolved
TKT46476,0320-JDNQG,2025-09-29,billing,46,2,resolved
TKT12681,0320-JDNQG,2025-09-29,login_issue,11,5,open
TKT12027,7180-PISOG,2025-09-29,billing,10,1,open
TKT78911,7180-PISOG,2025-09-29,login_issue,5,3,open
TKT32761,7180-PISOG,2025-09-29,login_issue,47,3,resolved
TKT69461,7180-PISOG,2025-09-29,login_issue,18,4,escalated
TKT23733,7180-PISOG,2025-09-29,login_issue,35,3,escalated
TKT97489,7180-PISOG,2025-09-29,billing,4,5,escalated
TKT73260,9168-INPSZ,2025-09-29,performance,2,5,escalated
TKT87288,9168-INPSZ,2025-09-29,login_issue,9,5,resolved
TKT44706,9168-INPSZ,2025-09-29,billing,38,5,resolved
TKT55349,3571-RFHAR,2025-09-29,technical,47,1,open
TKT96257,3571-RFHAR,2025-09-29,performance,2,4,escalated
TKT61516,3571-RFHAR,2025-09-29,feature_request,43,1,escalated
TKT48940,5334-AFQJB,2025-09-29,technical,46,1,open
TKT82105,5334-AFQJB,2025-09-29,billing,46,3,resolved
TKT46366,5334-AFQJB,2025-09-29,login_issue,48,3,open
TKT15608,2754-SDJRD,2025-09-29,performance,44,1,resolved
TKT34804,2754-SDJRD,2025-09-29,billing,12,1,resolved
TKT88392,9578-VRMNM,2025-09-29,technical,83,4,open
TKT16400,9578-VRMNM,2025-09-29,billing,31,4,resolved
TKT14834,1587-FKLZB,2025-09-29,technical,56,4,open
TKT75316,1587-FKLZB,2025-09-29,performance,30,1,escalated
TKT91875,1587-FKLZB,2025-09-29,billing,12,5,open
TKT70502,1587-FKLZB,2025-09-29,performance,16,1,escalated
TKT43296,1587-FKLZB,2025-09-29,billing,40,3,escalated
TKT81067,1587-FKLZB,2025-09-29,feature_request,18,4,escalated
TKT58216,6140-QNRQQ,2025-09-29,feature_request,40,5,escalated
TKT16146,6140-QNRQQ,2025-09-29,feature_request,45,5,open
TKT74719,6140-QNRQQ,2025-09-29,billing,46,4,resolved
TKT45558,6140-QNRQQ,2025-09-29,performance,14,2,escalated
TKT70780,6140-QNRQQ,2025-09-29,feature_request,9,5,escalated
TKT68541,6140-QNRQQ,2025-09-29,technical,28,4,escalated
TKT31892,4307-KTUMW,2025-09-29,login_issue,10,3,open
TKT95185,4307-KTUMW,2025-09-29,performance,37,2,resolved
TKT32124,4307-KTUMW,2025-09-29,feature_request,20,5,escalated
TKT49920,1465-LNTLJ,2025-09-29,technical,31,3,escalated
TKT76956,5440-FLBQG,2025-09-29,billing,33,3,escalated
TKT60884,5440-FLBQG,2025-09-29,feature_request,24,4,escalated
TKT70594,5440-FLBQG,2025-09-29,login_issue,38,5,open
TKT72453,5440-FLBQG,2025-09-29,login_issue,34,5,escalated
TKT76349,5440-FLBQG,2025-09-29,technical,50,5,open
TKT44062,2135-DQWAQ,2025-09-29,performance,23,3,resolved
TKT25403,2135-DQWAQ,2025-09-29,performance,26,3,open
TKT95702,4056-QHXHZ,2025-09-29,technical,24,1,resolved
TKT59231,4056-QHXHZ,2025-09-29,login_issue,43,4,open
TKT31616,7470-MCQTK,2025-09-29,login_issue,12,1,open
TKT13941,7470-MCQTK,2025-09-29,technical,74,4,open
TKT10913,7470-MCQTK,2025-09-29,performance,42,4,escalated
TKT43777,7488-MXJIV,2025-09-29,billing,39,4,open
TKT21021,7488-MXJIV,2025-09-29,login_issue,8,4,open
TKT37787,7488-MXJIV,2025-09-29,login_issue,29,4,resolved
TKT92725,7488-MXJIV,2025-09-29,performance,37,1,resolved
TKT72317,7488-MXJIV,2025-09-29,login_issue,42,4,resolved
TKT40423,7488-MXJIV,2025-09-29,technical,88,3,escalated
TKT50223,7488-MXJIV,2025-09-29,feature_request,42,1,open
TKT77606,7401-JIXNM,2025-09-29,performance,21,2,open
TKT33031,7401-JIXNM,2025-09-29,technical,77,5,open
TKT81048,7401-JIXNM,2025-09-29,feature_request,28,3,open
TKT10790,9339-FIIJL,2025-09-29,technical,68,1,resolved
TKT98798,2027-FECZV,2025-09-29,login_issue,25,5,escalated
TKT88321,2027-FECZV,2025-09-29,billing,28,4,resolved
TKT11219,2027-FECZV,2025-09-29,technical,26,3,open
TKT43256,2672-DZUOY,2025-09-29,technical,41,5,resolved
TKT44340,2672-DZUOY,2025-09-29,login_issue,24,2,escalated
TKT16791,2672-DZUOY,2025-09-29,performance,12,3,escalated
TKT12696,2672-DZUOY,2025-09-29,performance,24,3,resolved
TKT33955,2672-DZUOY,2025-09-29,billing,28,4,resolved
TKT54694,2672-DZUOY,2025-09-29,feature_request,45,1,escalated
TKT35968,2672-DZUOY,2025-09-29,feature_request,43,5,open
TKT99137,4706-DGAHW,2025-09-29,billing,19,1,resolved
TKT27770,4706-DGAHW,2025-09-29,performance,31,4,open
TKT90764,4706-DGAHW,2025-09-29,performance,43,2,open
TKT12129,3870-MQAMG,2025-09-29,login_issue,44,5,escalated
TKT89777,3870-MQAMG,2025-09-29,performance,24,5,resolved
TKT44435,3870-MQAMG,2025-09-29,technical,96,1,resolved
TKT19191,3870-MQAMG,2025-09-29,billing,39,5,open
TKT72367,3870-MQAMG,2025-09-29,billing,13,2,open
TKT70188,3870-MQAMG,2025-09-29,billing,28,4,resolved
TKT41920,3870-MQAMG,2025-09-29,billing,42,2,escalated
TKT40614,3870-MQAMG,2025-09-29,feature_request,19,2,resolved
TKT31388,6670-MFRPK,2025-09-29,performance,31,4,open
TKT73981,6177-PEVRA,2025-09-29,billing,19,1,open
TKT15029,6177-PEVRA,2025-09-29,performance,47,4,open
TKT81099,4800-CZMPC,2025-09-29,performance,20,3,escalated
TKT57252,4800-CZMPC,2025-09-29,feature_request,30,4,resolved
TKT69792,4800-CZMPC,2025-09-29,technical,34,1,escalated
TKT68177,7377-DMMRI,2025-09-29,performance,28,2,resolved
TKT52212,7377-DMMRI,2025-09-29,billing,29,3,open
TKT50329,7377-DMMRI,2025-09-29,technical,82,4,open
TKT69814,7377-DMMRI,2025-09-29,feature_request,19,3,escalated
TKT60836,7377-DMMRI,2025-09-29,technical,63,5,open
TKT90433,7377-DMMRI,2025-09-29,login_issue,2,4,open
TKT55720,7377-DMMRI,2025-09-29,login_issue,28,2,open
TKT45316,4947-DSMXK,2025-09-29,billing,17,4,resolved
TKT34909,4947-DSMXK,2025-09-29,performance,39,1,open
TKT90607,4947-DSMXK,2025-09-29,performance,17,1,open
TKT84946,3324-OIRTO,2025-09-29,feature_request,31,5,open
TKT16470,3324-OIRTO,2025-09-29,feature_request,5,3,escalated
TKT12433,5414-OFQCB,2025-09-29,technical,27,1,escalated
TKT43818,5414-OFQCB,2025-09-29,billing,22,5,escalated
TKT96284,8552-OBVRU,2025-09-29,login_issue,23,4,open
TKT89237,8552-OBVRU,2025-09-29,feature_request,15,5,escalated
TKT69344,8552-OBVRU,2025-09-29,technical,49,3,escalated
TKT24941,8499-BRXTD,2025-09-29,technical,86,3,resolved
TKT18510,8499-BRXTD,2025-09-29,performance,32,2,resolved
TKT57985,8499-BRXTD,2025-09-29,login_issue,22,3,escalated
TKT54390,9154-QDGTH,2025-09-29,feature_request,1,4,escalated
TKT88686,8197-BFWVU,2025-09-29,technical,68,5,open
TKT63983,8197-BFWVU,2025-09-29,login_issue,36,2,open
TKT85163,8197-BFWVU,2025-09-29,feature_request,24,2,escalated
TKT34678,2577-GVSIL,2025-09-29,performance,1,2,resolved
TKT89002,9367-OIUXP,2025-09-29,technical,92,3,resolved
TKT11889,6770-UAYGJ,2025-09-29,login_issue,36,2,escalated
TKT31042,6770-UAYGJ,2025-09-29,billing,23,3,resolved
TKT93953,6770-UAYGJ,2025-09-29,technical,82,5,resolved
TKT79936,1187-WILMM,2025-09-29,login_issue,47,1,resolved
TKT84582,1187-WILMM,2025-09-29,feature_request,46,3,resolved
TKT85962,9776-OJUZI,2025-09-29,login_issue,3,1,resolved
TKT93707,9776-OJUZI,2025-09-29,performance,43,4,escalated
TKT71915,9776-OJUZI,2025-09-29,feature_request,39,5,resolved
TKT42267,1306-RPWXZ,2025-09-29,login_issue,12,3,resolved
TKT52181,1306-RPWXZ,2025-09-29,login_issue,3,3,resolved
TKT95965,8949-JTMAY,2025-09-29,billing,9,1,open
TKT87811,8949-JTMAY,2025-09-29,technical,49,1,open
TKT20892,8949-JTMAY,2025-09-29,login_issue,42,3,resolved
TKT32133,8949-JTMAY,2025-09-29,feature_request,41,5,resolved
TKT55322,8949-JTMAY,2025-09-29,billing,40,4,escalated
TKT28932,8949-JTMAY,2025-09-29,login_issue,21,3,resolved
TKT21127,8949-JTMAY,2025-09-29,feature_request,21,5,open
TKT33470,8949-JTMAY,2025-09-29,feature_request,36,3,resolved
TKT14364,2774-LVQUS,2025-09-29,login_issue,7,1,resolved
TKT77167,2774-LVQUS,2025-09-29,technical,47,1,resolved
TKT58802,2774-LVQUS,2025-09-29,technical,82,3,open
TKT64345,2774-LVQUS,2025-09-29,billing,41,4,open
TKT19583,3097-PYWXL,2025-09-29,feature_request,38,1,escalated
TKT19054,0869-PAPRP,2025-09-29,billing,12,5,open
TKT49502,0869-PAPRP,2025-09-29,technical,87,4,resolved
TKT12252,2972-YDYUW,2025-09-29,login_issue,24,1,open
TKT45890,2809-ILCYT,2025-09-29,performance,24,2,open
TKT40134,2809-ILCYT,2025-09-29,billing,46,4,escalated
TKT88930,5499-ECUTN,2025-09-29,login_issue,20,4,escalated
TKT34834,5499-ECUTN,2025-09-29,billing,4,3,escalated
TKT10344,5499-ECUTN,2025-09-29,billing,28,4,open
TKT73103,9121-PHQSR,2025-09-29,feature_request,43,1,open
TKT86147,3113-IWHLC,2025-09-29,feature_request,42,5,escalated
TKT27328,3113-IWHLC,2025-09-29,login_issue,28,5,escalated
TKT75445,3113-IWHLC,2025-09-29,billing,10,3,escalated
TKT35923,3211-ILJTT,2025-09-29,performance,34,4,resolved
TKT86731,3211-ILJTT,2025-09-29,technical,55,4,open
TKT55649,3211-ILJTT,2025-09-29,feature_request,43,5,escalated
TKT65050,3211-ILJTT,2025-09-29,technical,36,2,open
TKT99086,4612-THJBS,2025-09-29,feature_request,24,1,resolved
TKT17441,4612-THJBS,2025-09-29,login_issue,19,2,resolved
TKT84336,4612-THJBS,2025-09-29,billing,35,3,escalated
TKT50657,4612-THJBS,2025-09-29,technical,46,5,open
TKT74463,4612-THJBS,2025-09-29,technical,94,4,resolved
TKT48621,4277-BWBML,2025-09-29,technical,30,5,open
TKT96490,4277-BWBML,2025-09-29,feature_request,29,5,resolved
TKT63722,4277-BWBML,2025-09-29,billing,38,3,resolved
TKT34117,4094-NSEDU,2025-09-29,performance,47,5,open
TKT94819,4094-NSEDU,2025-09-29,login_issue,34,4,escalated
TKT21273,4094-NSEDU,2025-09-29,login_issue,42,2,escalated
TKT61728,0234-TEVTT,2025-09-29,feature_request,16,1,resolved
TKT42589,0234-TEVTT,2025-09-29,performance,28,4,resolved
TKT60521,4304-TSPVK,2025-09-29,performance,48,4,escalated
TKT73393,4304-TSPVK,2025-09-29,technical,24,2,open
TKT98129,1552-AAGRX,2025-09-29,performance,18,5,resolved
TKT91260,2637-FKFSY,2025-09-29,feature_request,23,3,escalated
TKT36121,2637-FKFSY,2025-09-29,technical,92,5,resolved
TKT94763,9796-MVYXX,2025-09-29,performance,40,5,open
TKT39800,2683-JXWQQ,2025-09-29,technical,44,1,escalated
TKT64191,8739-XNIKG,2025-09-29,billing,44,4,escalated
TKT68881,8739-XNIKG,2025-09-29,performance,7,1,resolved
TKT56927,8739-XNIKG,2025-09-29,login_issue,14,1,resolved
TKT21991,9755-JHNMN,2025-09-29,performance,33,4,resolved
TKT70423,9424-CMPOG,2025-09-29,billing,25,4,resolved
TKT41507,9424-CMPOG,2025-09-29,feature_request,26,1,resolved
TKT55707,5067-WJEUN,2025-09-29,login_issue,8,4,open
TKT47251,5067-WJEUN,2025-09-29,performance,47,1,escalated
TKT58838,5067-WJEUN,2025-09-29,feature_request,39,1,resolved
TKT36010,6974-DAFLI,2025-09-29,billing,37,2,resolved
TKT55101,2616-UUTFK,2025-09-29,technical,95,1,resolved
TKT81923,2616-UUTFK,2025-09-29,billing,22,3,open
TKT91432,2616-UUTFK,2025-09-29,performance,34,2,resolved
TKT51071,7064-JHXCE,2025-09-29,feature_request,15,4,open
TKT69871,7064-JHXCE,2025-09-29,performance,45,5,open
TKT78002,5103-MHMHY,2025-09-29,performance,5,2,escalated
TKT84779,5103-MHMHY,2025-09-29,billing,5,2,escalated
TKT30261,5103-MHMHY,2025-09-29,billing,13,3,open
TKT73172,5103-MHMHY,2025-09-29,performance,22,2,open
TKT59197,7989-AWGEH,2025-09-29,billing,29,2,resolved
TKT14042,7989-AWGEH,2025-09-29,performance,26,4,resolved
TKT96048,7989-AWGEH,2025-09-29,billing,18,5,resolved
TKT18417,4373-VVHQL,2025-09-29,feature_request,29,1,escalated
TKT40631,4373-VVHQL,2025-09-29,login_issue,5,3,escalated
TKT18533,4373-VVHQL,2025-09-29,login_issue,32,4,open
TKT90890,4559-UWIHT,2025-09-29,performance,46,3,open
TKT30603,4559-UWIHT,2025-09-29,technical,82,2,resolved
TKT62297,7268-IGMFD,2025-09-29,billing,46,1,escalated
TKT53201,1846-XWOQN,2025-09-29,login_issue,11,2,resolved
TKT23051,1846-XWOQN,2025-09-29,technical,72,5,resolved
TKT33030,1846-XWOQN,2025-09-29,performance,31,2,escalated
TKT95756,1846-XWOQN,2025-09-29,feature_request,16,3,escalated
TKT19919,1846-XWOQN,2025-09-29,feature_request,40,5,open
TKT28145,0235-KGSLC,2025-09-29,billing,21,2,open
TKT73792,0235-KGSLC,2025-09-29,feature_request,45,3,resolved
TKT11669,6650-BWFRT,2025-09-29,technical,29,1,open
TKT37598,6650-BWFRT,2025-09-29,login_issue,43,1,resolved
TKT13105,9570-KYEUA,2025-09-29,feature_request,47,2,resolved
TKT53778,6993-YGFJV,2025-09-29,performance,2,2,escalated
TKT98432,6993-YGFJV,2025-09-29,feature_request,10,2,resolved
TKT25851,2712-SYWAY,2025-09-29,technical,91,2,resolved
TKT92793,0730-BGQGF,2025-09-29,feature_request,30,5,resolved
TKT59413,5498-IBWPI,2025-09-29,login_issue,11,2,resolved
TKT18457,5498-IBWPI,2025-09-29,technical,26,2,resolved
TKT63109,9101-NTIXF,2025-09-29,billing,1,4,escalated
TKT35069,9101-NTIXF,2025-09-29,billing,20,4,escalated
TKT84531,9314-QDMDW,2025-09-29,feature_request,36,5,open
TKT50588,9314-QDMDW,2025-09-29,feature_request,12,5,resolved
TKT18124,9308-ANMVE,2025-09-29,login_issue,39,1,escalated
TKT88674,2884-GBPFB,2025-09-29,technical,67,3,escalated
TKT26733,2884-GBPFB,2025-09-29,performance,34,3,open
TKT64826,2884-GBPFB,2025-09-29,billing,4,2,resolved
TKT73729,2884-GBPFB,2025-09-29,performance,19,4,resolved
TKT16044,2884-GBPFB,2025-09-29,login_issue,35,4,resolved
TKT31023,3757-NJYBX,2025-09-29,performance,12,1,escalated
TKT99576,3757-NJYBX,2025-09-29,performance,16,2,resolved
TKT12086,3757-NJYBX,2025-09-29,login_issue,15,4,resolved
TKT14680,3757-NJYBX,2025-09-29,technical,87,1,open
TKT19929,3757-NJYBX,2025-09-29,billing,1,2,resolved
TKT99868,3757-NJYBX,2025-09-29,login_issue,24,4,open
TKT46142,3413-DHLPB,2025-09-29,performance,9,4,resolved
TKT30772,3413-DHLPB,2025-09-29,feature_request,46,2,resolved
TKT63280,3413-DHLPB,2025-09-29,feature_request,48,4,escalated
TKT90550,7649-PHJVR,2025-09-29,billing,5,2,resolved
TKT38504,6114-TCFID,2025-09-29,performance,8,4,open
TKT22918,6114-TCFID,2025-09-29,billing,8,5,escalated
TKT80632,3787-TRIAL,2025-09-29,feature_request,42,2,open
TKT52288,3787-TRIAL,2025-09-29,login_issue,34,5,open
TKT72250,5156-UMKOW,2025-09-29,billing,38,3,open
TKT90775,5156-UMKOW,2025-09-29,technical,70,2,escalated
TKT54972,1247-QBVSH,2025-09-29,feature_request,8,5,resolved
TKT34096,1247-QBVSH,2025-09-29,feature_request,48,4,escalated
TKT73278,9822-OAOVB,2025-09-29,technical,26,5,resolved
TKT52680,9822-OAOVB,2025-09-29,technical,73,5,resolved
TKT29859,9822-OAOVB,2025-09-29,technical,63,1,resolved
TKT20680,1226-JZNKR,2025-09-29,billing,45,4,escalated
TKT29867,1226-JZNKR,2025-09-29,billing,5,3,open
TKT64780,7318-EIVKO,2025-09-29,technical,81,4,resolved
TKT90448,7318-EIVKO,2025-09-29,billing,20,1,escalated
TKT54120,3771-PZOBW,2025-09-29,login_issue,17,1,resolved
TKT48532,3771-PZOBW,2025-09-29,feature_request,40,4,escalated
TKT47249,3771-PZOBW,2025-09-29,feature_request,31,5,resolved
TKT15516,5136-KCKGI,2025-09-29,feature_request,35,2,escalated
TKT97543,5136-KCKGI,2025-09-29,feature_request,2,5,resolved
TKT93864,8231-BSWXX,2025-09-29,performance,25,1,resolved
TKT53056,8231-BSWXX,2025-09-29,login_issue,5,2,resolved
TKT21382,6486-LHTMA,2025-09-29,billing,33,1,resolved
TKT99005,6486-LHTMA,2025-09-29,technical,32,1,open
TKT53808,4083-BFNYK,2025-09-29,technical,85,5,open
TKT33557,4083-BFNYK,2025-09-29,billing,13,3,escalated
TKT85163,3722-WPXTK,2025-09-29,login_issue,48,3,open
TKT64059,3722-WPXTK,2025-09-29,technical,49,4,resolved
TKT69406,3722-WPXTK,2025-09-29,performance,5,4,open
TKT43247,3722-WPXTK,2025-09-29,feature_request,9,5,escalated
TKT94395,3722-WPXTK,2025-09-29,technical,81,2,resolved
TKT23792,3722-WPXTK,2025-09-29,login_issue,3,5,open
TKT67692,7389-KBFIT,2025-09-29,technical,86,3,open
TKT58165,7389-KBFIT,2025-09-29,feature_request,10,4,escalated
TKT77148,7389-KBFIT,2025-09-29,login_issue,19,3,resolved
TKT62629,7176-WIONM,2025-09-29,technical,74,5,resolved
TKT75143,7176-WIONM,2025-09-29,technical,38,3,open
TKT51673,7176-WIONM,2025-09-29,login_issue,11,2,open
TKT91054,1089-HDMKP,2025-09-29,login_issue,23,2,resolved
TKT84165,1089-HDMKP,2025-09-29,technical,62,4,open
TKT40174,5197-PYEPU,2025-09-29,billing,11,3,resolved
TKT60828,5197-PYEPU,2025-09-29,feature_request,28,1,escalated
TKT28575,2929-ERCFZ,2025-09-29,feature_request,20,5,resolved
TKT39761,2929-ERCFZ,2025-09-29,billing,40,4,escalated
TKT11168,2929-ERCFZ,2025-09-29,billing,7,3,open
TKT44547,2929-ERCFZ,2025-09-29,technical,46,5,escalated
TKT24022,2929-ERCFZ,2025-09-29,performance,39,1,resolved
TKT81412,2929-ERCFZ,2025-09-29,login_issue,9,1,resolved
TKT37761,2929-ERCFZ,2025-09-29,technical,81,4,resolved
TKT72127,2929-ERCFZ,2025-09-29,login_issue,47,3,escalated
TKT59935,7548-SEPYI,2025-09-29,technical,30,3,open
TKT18494,7548-SEPYI,2025-09-29,login_issue,27,5,open
TKT11247,8835-VSDSE,2025-09-29,feature_request,44,4,resolved
TKT97804,8835-VSDSE,2025-09-29,login_issue,38,3,resolved
TKT99270,8835-VSDSE,2025-09-29,billing,6,2,escalated
TKT93638,6619-RPLQZ,2025-09-29,billing,26,1,open
TKT76959,6619-RPLQZ,2025-09-29,technical,45,1,open
TKT50856,3275-RHRNE,2025-09-29,feature_request,42,3,resolved
TKT69669,3503-TYDAY,2025-09-29,performance,22,5,resolved
TKT73035,6901-GOGZG,2025-09-29,technical,65,4,resolved
TKT24666,6901-GOGZG,2025-09-29,login_issue,18,2,open
TKT66610,1623-NLDOT,2025-09-29,login_issue,20,3,open
TKT81096,1623-NLDOT,2025-09-29,login_issue,26,1,open
TKT97082,1623-NLDOT,2025-09-29,technical,80,1,resolved
TKT47608,1623-NLDOT,2025-09-29,billing,48,5,escalated
TKT70184,1623-NLDOT,2025-09-29,technical,74,4,escalated
TKT38956,1623-NLDOT,2025-09-29,technical,94,2,resolved
TKT30210,7021-XSNYE,2025-09-29,feature_request,21,1,escalated
