customerID,tenure,MonthlyCharges,Contract,total_services,churn_risk_score,health_score,upsell_opportunity
0550-DCXLH,13,73.35,Month-to-month,4,0.33,69.2,Upgrade to Annual Contract
1169-WCVAK,19,88.8,Month-to-month,3,12.79,69.1,Add Streaming Services; Upgrade to Annual Contract
5339-TJFEK,62,105.5,Month-to-month,4,18.39,69.1,Upgrade to Annual Contract; Add Tech Support
0804-YGEQV,43,24.45,One year,0,0.22,69.1,Add Protection Bundle
6211-WHMYA,64,43.85,Month-to-month,3,4.15,69.1,Upgrade to Annual Contract
5924-IFQTT,13,72.8,Month-to-month,4,19.82,69.1,Upgrade to Annual Contract
6609-MXJHJ,30,25.1,Two year,0,0.26,69.1,Add Protection Bundle
5906-CVLHP,45,54.15,One year,2,25.68,69.1,Add Protection Bundle; Add Streaming Services
9953-ZMKSM,63,25.25,Two year,0,0.26,69.1,Add Protection Bundle
7964-YESJC,24,66.3,Month-to-month,3,2.45,69.1,Add Streaming Services; Upgrade to Annual Contract
1335-MXCSE,55,55.25,Two year,2,0.26,69.1,Add Protection Bundle; Add Streaming Services
8380-MQINP,55,20.3,Two year,0,0.78,69.1,Add Protection Bundle; Add Tech Support
7634-HLQJR,47,20.05,Two year,0,0.18,69.1,Add Protection Bundle
0872-JCPIB,17,65.75,Month-to-month,2,0.27,69.1,Add Protection Bundle; Upgrade to Annual Contract
2146-EGVDT,59,19.3,Two year,0,0.58,69.0,Add Protection Bundle
7964-VEXDG,21,80.35,Month-to-month,1,0.36,69.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5170-PTRKA,49,35.8,One year,2,0.17,69.0,Add Protection Bundle; Add Streaming Services
4821-WQOYN,72,20.1,Two year,0,1.65,69.0,Add Protection Bundle; Add Tech Support
4184-VODJZ,63,91.35,One year,2,0.48,68.9,Add Protection Bundle
9944-AEXBM,32,85.65,Month-to-month,1,0.73,68.9,Add Protection Bundle; Upgrade to Annual Contract
8201-AAXCB,25,60.35,Month-to-month,1,0.68,68.9,Add Protection Bundle; Upgrade to Annual Contract
9904-EHEVJ,32,91.35,Month-to-month,2,16.58,68.9,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
6625-FLENO,58,20.75,Two year,0,0.17,68.9,Add Protection Bundle
6265-FRMTQ,31,20.4,Two year,0,0.27,68.8,Add Protection Bundle
4329-YPDDQ,20,108.2,Month-to-month,6,22.27,68.8,Upgrade to Annual Contract
3836-FZSDJ,71,24.85,Two year,0,0.8,68.8,Add Protection Bundle; Add Tech Support
4465-VDKIQ,18,77.8,Month-to-month,2,24.76,68.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0386-CWRGM,46,19.4,Two year,0,0.16,68.8,Add Protection Bundle
5884-FBCTL,72,25.1,Two year,0,0.7,68.7,Add Protection Bundle; Add Tech Support
4335-UPJSI,24,19.75,Two year,0,0.24,68.7,Add Protection Bundle
1131-QQZEB,71,23.95,Two year,0,1.52,68.7,Add Protection Bundle
5832-EXGTT,29,60.2,Month-to-month,2,10.93,68.7,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
3737-XBQDD,24,84.85,Month-to-month,2,0.64,68.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7269-JISCY,55,45.05,One year,0,0.31,68.7,Add Protection Bundle; Add Streaming Services
4487-ZYJZK,38,19.6,One year,0,1.38,68.6,Add Protection Bundle; Add Tech Support
5296-PSYVW,72,24.55,Two year,0,0.2,68.6,Add Protection Bundle
4685-ERGHK,57,86.9,One year,1,8.13,68.6,Add Protection Bundle
3466-BYAVD,15,69.5,Month-to-month,4,0.19,68.6,Upgrade to Annual Contract
6794-HKIAJ,62,90.7,Month-to-month,3,0.42,68.6,Add Streaming Services; Upgrade to Annual Contract
9046-DQMTP,35,20.75,Month-to-month,0,3.06,68.6,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
9445-ZUEQE,27,85.2,Month-to-month,2,0.41,68.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9143-CANJF,24,55.15,Month-to-month,2,1.13,68.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4011-ARPHK,27,50.35,Month-to-month,1,2.63,68.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9894-QMIMJ,23,55.8,One year,2,4.74,68.5,Add Protection Bundle; Add Streaming Services; Add Tech Support
6810-VCAEX,47,39.65,One year,3,1.53,68.5,Add Streaming Services
5793-YOLJN,55,21.0,Two year,0,0.21,68.5,Add Protection Bundle
5918-VUKWP,32,20.55,One year,0,0.23,68.5,Add Protection Bundle
9069-LGEUL,23,59.95,Month-to-month,2,0.3,68.4,Add Protection Bundle; Upgrade to Annual Contract
0582-AVCLN,38,20.3,Two year,0,0.22,68.4,Add Protection Bundle
5546-BYZSM,41,20.45,Month-to-month,0,2.36,68.4,Add Protection Bundle; Upgrade to Annual Contract
6103-QCKFX,44,56.25,Month-to-month,2,3.12,68.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2669-QVCRG,41,81.3,Month-to-month,1,0.49,68.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6407-GSJNL,51,24.95,Two year,0,0.9,68.4,Add Protection Bundle
0058-EVZWM,55,89.8,Month-to-month,2,25.21,68.4,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
2665-NPTGL,26,98.1,Month-to-month,3,0.86,68.4,Upgrade to Annual Contract
9507-HSMMZ,54,20.0,Two year,0,0.24,68.4,Add Protection Bundle
0731-EBJQB,52,20.4,One year,0,1.08,68.4,Add Protection Bundle; Add Tech Support
5245-VDBUR,52,35.45,One year,2,0.23,68.4,Add Protection Bundle; Add Streaming Services
7795-CFOCW,45,42.3,One year,3,0.2,68.3,Add Streaming Services
3224-DFQNQ,66,89.0,One year,3,1.56,68.3,Add Streaming Services
1548-FEHVL,61,106.2,Month-to-month,4,27.28,68.3,Upgrade to Annual Contract
3417-TSCIC,29,24.85,One year,0,0.41,68.3,Add Protection Bundle; Add Streaming Services
0730-KOAVE,30,94.3,Month-to-month,3,19.6,68.3,Upgrade to Annual Contract
8189-HBVRW,53,90.8,Month-to-month,3,18.25,68.3,Add Streaming Services; Upgrade to Annual Contract
0071-NDAFP,25,25.5,Two year,0,0.2,68.3,Add Protection Bundle
9500-LTVBP,35,80.05,Month-to-month,1,0.5,68.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0362-RAOQO,40,19.65,Two year,0,0.23,68.3,Add Protection Bundle
3452-ABWRL,47,86.05,Month-to-month,1,24.84,68.3,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
6685-XSHHU,60,20.95,Two year,0,1.72,68.3,Add Protection Bundle
7293-LSCDV,60,19.25,Two year,0,0.19,68.3,Add Protection Bundle
3016-KSVCP,29,33.75,Month-to-month,1,0.37,68.3,Add Protection Bundle; Upgrade to Annual Contract
6429-SHBCB,19,69.6,Month-to-month,2,0.24,68.3,Add Protection Bundle; Upgrade to Annual Contract
8681-ICONS,29,20.65,Month-to-month,0,0.28,68.3,Add Protection Bundle; Upgrade to Annual Contract
9330-DHBFL,23,66.25,One year,4,0.2,68.2,Add Streaming Services
2139-FQHLM,19,89.95,Month-to-month,3,14.04,68.2,Upgrade to Annual Contract
9278-VZKCD,52,109.1,Month-to-month,5,1.1,68.2,Upgrade to Annual Contract
8464-EETCQ,57,18.8,Two year,0,0.94,68.2,Add Protection Bundle
8623-ULFNQ,26,66.05,Month-to-month,2,0.38,68.2,Add Protection Bundle; Upgrade to Annual Contract
6575-SUVOI,25,69.5,Month-to-month,3,7.99,68.2,Upgrade to Annual Contract
5393-HJZSM,32,76.3,Month-to-month,5,2.11,68.1,Upgrade to Annual Contract
7595-EHCDL,32,50.6,Month-to-month,3,4.27,68.1,Upgrade to Annual Contract
4990-ALDGW,57,20.75,Two year,0,0.18,68.0,Add Protection Bundle
8417-GSODA,28,92.2,One year,2,5.96,68.0,Add Protection Bundle
6060-QBMGV,70,19.85,Two year,0,0.19,68.0,Add Protection Bundle
6583-KQJLK,15,94.65,Month-to-month,3,0.97,68.0,Upgrade to Annual Contract
1684-FLBGS,23,69.5,Month-to-month,3,14.33,68.0,Upgrade to Annual Contract
0696-UKTOX,23,54.15,Month-to-month,2,0.43,68.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5478-JJVZK,33,60.9,Month-to-month,2,7.95,68.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
9798-DRYDS,17,61.95,One year,2,0.28,67.9,Add Protection Bundle; Add Streaming Services
2101-RANCD,55,73.1,Month-to-month,0,0.97,67.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8570-KLJYJ,36,54.45,One year,1,3.37,67.9,Add Protection Bundle; Add Streaming Services; Add Tech Support
5220-AGAAX,68,24.0,Two year,0,1.43,67.9,Add Protection Bundle
7296-PIXQY,14,70.2,Month-to-month,0,18.02,67.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5062-CJJKH,25,53.65,One year,2,0.27,67.9,Add Protection Bundle; Add Streaming Services
0447-RXSGD,24,99.65,Month-to-month,3,1.61,67.9,Upgrade to Annual Contract
7402-EYFXX,26,93.6,Month-to-month,2,1.37,67.8,Add Protection Bundle; Upgrade to Annual Contract
8441-SHIPE,67,25.6,Two year,0,0.24,67.8,Add Protection Bundle
9121-PHQSR,16,85.05,Month-to-month,1,1.05,67.8,Add Protection Bundle; Upgrade to Annual Contract
2300-RQGOI,38,20.05,Two year,0,0.2,67.8,Add Protection Bundle
8647-SDTWQ,57,74.3,Month-to-month,0,0.83,67.8,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6096-EGVTU,64,24.9,One year,0,0.98,67.8,Add Protection Bundle
9391-TTOYH,23,19.5,Month-to-month,0,0.33,67.8,Add Protection Bundle; Upgrade to Annual Contract
4619-EVPHY,20,91.0,One year,2,0.77,67.8,Add Protection Bundle
2958-NHPPS,23,20.85,Month-to-month,0,0.3,67.8,Add Protection Bundle; Upgrade to Annual Contract
5924-SNGKP,41,20.25,One year,0,0.29,67.8,Add Protection Bundle
0932-YIXYU,47,20.25,Two year,0,0.98,67.8,Add Protection Bundle; Add Tech Support
9964-WBQDJ,71,24.4,Two year,0,0.22,67.7,Add Protection Bundle
8563-OYMQY,17,90.95,Month-to-month,3,0.86,67.7,Upgrade to Annual Contract
6961-MJKBO,47,20.45,Two year,0,0.2,67.7,Add Protection Bundle
1307-TVUFB,42,79.35,Month-to-month,1,15.87,67.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
1984-GPTEH,29,25.15,Month-to-month,0,0.38,67.7,Add Protection Bundle; Upgrade to Annual Contract
3853-LYGAM,17,95.65,Month-to-month,3,11.76,67.7,Upgrade to Annual Contract
1480-IVEVR,35,81.6,One year,1,0.52,67.7,Add Protection Bundle; Add Streaming Services
3580-GICBM,61,24.2,Two year,0,1.09,67.7,Add Protection Bundle; Add Tech Support
5567-GZKQY,58,20.3,Two year,0,0.88,67.7,Add Protection Bundle
3733-UOCWF,61,85.55,One year,2,3.0,67.7,Add Protection Bundle; Add Streaming Services
8868-GAGIO,45,84.55,Month-to-month,2,8.1,67.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6985-HAYWX,26,79.3,Month-to-month,1,0.29,67.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4589-IUAJB,70,24.25,Two year,0,0.83,67.6,Add Protection Bundle; Add Tech Support
1269-FOYWN,44,20.0,One year,0,0.16,67.6,Add Protection Bundle
2887-JPYLU,41,45.2,Month-to-month,0,7.61,67.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
7268-WNTCP,62,20.45,Two year,0,0.16,67.6,Add Protection Bundle
9750-BOOHV,32,30.15,One year,1,3.46,67.6,Add Protection Bundle; Add Streaming Services; Add Tech Support
7916-VCCPB,16,73.25,Month-to-month,1,0.35,67.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3873-WOSBC,67,25.6,Two year,0,0.74,67.6,Add Protection Bundle
3026-ATZYV,37,75.1,One year,4,2.56,67.5,Add Tech Support
9581-GVBXT,59,34.8,One year,2,1.28,67.5,Add Protection Bundle; Add Streaming Services; Add Tech Support
9451-WLYRI,53,19.05,One year,0,0.62,67.5,Add Protection Bundle
0080-EMYVY,14,51.45,One year,1,3.26,67.5,Add Protection Bundle; Add Streaming Services
5474-LAMUQ,24,20.1,One year,0,0.24,67.5,Add Protection Bundle
8070-AAWZP,24,34.25,Month-to-month,2,0.27,67.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2429-AYKKO,72,19.85,Two year,0,0.4,67.4,Add Protection Bundle
9342-VNIMQ,33,54.65,Month-to-month,1,8.68,67.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0397-ZXWQF,67,20.5,Two year,0,0.9,67.4,Add Protection Bundle
6507-ZJSUR,23,90.45,Month-to-month,2,1.52,67.4,Add Protection Bundle; Upgrade to Annual Contract
9909-IDLEK,20,96.8,Month-to-month,3,3.39,67.4,Upgrade to Annual Contract
9067-SQTNS,44,20.6,One year,0,0.18,67.4,Add Protection Bundle
5016-LIPDW,57,19.4,One year,0,0.16,67.4,Add Protection Bundle
8750-QWZAJ,70,19.8,Two year,0,0.67,67.4,Add Protection Bundle; Add Tech Support
8028-PNXHQ,62,24.25,Two year,0,1.19,67.4,Add Protection Bundle
7957-RYHQD,40,79.2,Month-to-month,2,23.9,67.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
3170-NMYVV,50,20.15,Two year,0,0.19,67.3,Add Protection Bundle
1270-XKUCC,30,19.7,Two year,0,0.24,67.3,Add Protection Bundle
6968-URWQU,43,56.35,One year,1,0.54,67.3,Add Protection Bundle
9142-KZXOP,44,68.85,Month-to-month,0,8.29,67.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
3537-RYBHH,47,67.45,Month-to-month,3,6.19,67.3,Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
9314-IJWSQ,14,84.8,Month-to-month,1,1.15,67.3,Add Protection Bundle; Upgrade to Annual Contract
0365-BZUWY,17,102.55,Month-to-month,4,0.62,67.3,Upgrade to Annual Contract
7605-SNLQG,45,50.25,Month-to-month,1,9.3,67.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
8109-YUOHE,17,56.1,One year,2,4.23,67.2,Add Protection Bundle; Add Streaming Services; Add Tech Support
1261-FWTTE,23,34.65,Month-to-month,1,0.75,67.2,Add Protection Bundle; Upgrade to Annual Contract
0384-RVBPI,20,64.4,Month-to-month,3,0.21,67.2,Upgrade to Annual Contract
4538-WNTMJ,46,24.95,One year,0,0.98,67.2,Add Protection Bundle; Add Tech Support
6725-TPKJO,44,20.05,Two year,0,0.23,67.2,Add Protection Bundle
5216-WASFJ,31,84.85,Month-to-month,1,0.7,67.2,Add Protection Bundle; Upgrade to Annual Contract
8096-LOIST,19,56.2,Month-to-month,1,13.15,67.1,Add Protection Bundle; Upgrade to Annual Contract
3457-PQBYH,58,20.3,Two year,0,0.16,67.1,Add Protection Bundle
9467-ROOLM,25,19.05,Month-to-month,0,0.26,67.1,Add Protection Bundle; Upgrade to Annual Contract
8212-CRQXP,22,80.0,Month-to-month,1,0.9,67.1,Add Protection Bundle; Upgrade to Annual Contract
4277-BWBML,72,19.95,Two year,0,0.49,67.1,Add Protection Bundle; Add Tech Support
5950-AAAGJ,18,84.3,Month-to-month,1,1.28,67.0,Add Protection Bundle; Upgrade to Annual Contract
7274-CGTOD,62,43.7,Two year,4,0.23,67.0,Add Streaming Services
3933-DQPWX,50,39.7,Two year,3,1.88,67.0,Add Streaming Services
0114-PEGZZ,33,107.55,Month-to-month,4,0.83,67.0,Upgrade to Annual Contract
6481-LXPWL,56,36.1,One year,2,2.37,67.0,Add Protection Bundle; Add Streaming Services; Add Tech Support
5468-BPMMO,46,19.6,Month-to-month,0,0.25,67.0,Add Protection Bundle; Upgrade to Annual Contract
7542-CYDDM,18,20.05,Month-to-month,0,0.19,67.0,Add Protection Bundle; Upgrade to Annual Contract
4475-NVTLU,45,19.2,Two year,0,0.22,66.9,Add Protection Bundle
1722-LDZJS,53,20.2,One year,0,0.65,66.9,Add Protection Bundle
9881-VCZEP,25,54.1,Month-to-month,1,3.68,66.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5522-NYKPB,25,85.9,Month-to-month,2,10.68,66.9,Add Protection Bundle; Upgrade to Annual Contract
2749-CTKAJ,22,20.15,One year,0,0.25,66.9,Add Protection Bundle
9337-SRRNI,66,25.3,Two year,0,0.22,66.9,Add Protection Bundle
9086-YJYXS,34,77.2,One year,3,3.18,66.9,Add Tech Support
6522-YRBXD,35,94.55,Month-to-month,3,0.42,66.9,Upgrade to Annual Contract
0549-CYCQN,51,79.6,One year,1,4.48,66.9,Add Protection Bundle; Add Streaming Services; Add Tech Support
6114-TCFID,29,39.5,One year,3,1.73,66.9,Add Streaming Services
6823-SIDFQ,28,18.25,One year,0,1.25,66.8,Add Protection Bundle
5628-RKIFK,49,101.55,Month-to-month,3,0.51,66.8,Upgrade to Annual Contract
1258-YMZNM,27,110.5,One year,5,17.49,66.8,Add Tech Support
8550-XSXUQ,48,70.55,One year,3,5.65,66.8,Add Tech Support
1183-CANVH,23,60.0,One year,2,0.29,66.8,Add Protection Bundle
5740-YHGTW,70,97.55,Month-to-month,3,7.91,66.8,Upgrade to Annual Contract; Add Tech Support
5871-DGTXZ,32,19.8,One year,0,0.19,66.7,Add Protection Bundle
7033-CLAMM,48,20.2,Two year,0,1.0,66.7,Add Protection Bundle
3976-HXHCE,72,19.3,Two year,0,0.75,66.7,Add Protection Bundle; Add Tech Support
1042-HFUCW,25,54.75,One year,2,0.25,66.7,Add Protection Bundle; Add Streaming Services
0851-DFJKB,15,58.95,Month-to-month,3,5.35,66.7,Add Streaming Services; Upgrade to Annual Contract
7711-GQBZC,71,24.7,Two year,0,1.16,66.7,Add Protection Bundle; Add Tech Support
6119-SPUDB,46,38.25,Two year,3,1.61,66.7,Add Streaming Services
8401-EMUWF,42,69.4,Month-to-month,3,4.59,66.7,Upgrade to Annual Contract
9814-AOUDH,53,19.5,Two year,0,1.31,66.6,Add Protection Bundle; Add Tech Support
9347-AERRL,23,19.3,One year,0,0.24,66.6,Add Protection Bundle
9094-AZPHK,15,100.15,Month-to-month,3,1.15,66.6,Upgrade to Annual Contract
3714-XPXBW,37,78.9,Month-to-month,5,8.19,66.6,Upgrade to Annual Contract
0396-UKGAI,23,55.3,Month-to-month,2,7.12,66.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7674-YTAFD,33,79.95,One year,2,4.87,66.6,Add Protection Bundle; Add Streaming Services
1401-FTHFQ,23,20.0,One year,0,0.26,66.6,Add Protection Bundle
4521-WFJAI,56,25.95,Two year,0,0.25,66.6,Add Protection Bundle
2325-WINES,32,104.05,One year,4,17.86,66.5,Add Tech Support
6614-VBEGU,24,69.45,Month-to-month,3,0.28,66.5,Upgrade to Annual Contract
8544-JNBOX,72,20.8,Two year,0,1.69,66.5,Add Protection Bundle; Add Tech Support
0040-HALCW,54,20.4,Two year,0,0.76,66.5,Add Protection Bundle; Add Tech Support
9371-BITHB,52,19.85,Two year,0,0.84,66.5,Add Protection Bundle; Add Tech Support
5334-AFQJB,72,25.1,Two year,0,2.09,66.5,Add Protection Bundle; Add Tech Support
7632-YUTXB,25,20.05,One year,0,0.18,66.5,Add Protection Bundle
9565-AXSMR,52,19.2,Two year,0,0.72,66.4,Add Protection Bundle
3935-TBRZZ,44,25.7,One year,0,0.77,66.4,Add Protection Bundle
2971-SGAFL,13,78.75,Month-to-month,4,0.61,66.4,Upgrade to Annual Contract
7714-YXSMB,26,100.5,Month-to-month,3,0.6,66.4,Upgrade to Annual Contract
0404-AHASP,72,19.7,Two year,0,0.38,66.4,Add Protection Bundle
7297-DVYGA,51,19.85,One year,0,0.28,66.4,Add Protection Bundle
0439-IFYUN,18,74.7,Month-to-month,1,0.7,66.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0519-DRGTI,20,20.35,Month-to-month,0,0.16,66.4,Add Protection Bundle; Upgrade to Annual Contract
2770-NSVDG,24,29.1,Month-to-month,1,0.3,66.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2400-FEQME,55,20.5,Two year,0,0.7,66.3,Add Protection Bundle
0048-PIHNL,49,20.45,One year,0,1.39,66.3,Add Protection Bundle; Add Tech Support
9779-DPNEJ,22,80.15,Month-to-month,1,0.79,66.3,Add Protection Bundle; Upgrade to Annual Contract
5760-WRAHC,22,69.75,Month-to-month,4,0.45,66.3,Upgrade to Annual Contract
0377-JBKKT,22,57.95,Month-to-month,3,7.71,66.3,Add Streaming Services; Upgrade to Annual Contract
3764-MNMOI,46,19.2,Two year,0,0.21,66.2,Add Protection Bundle
0899-WZRSD,56,105.35,Month-to-month,4,0.37,66.2,Upgrade to Annual Contract
4132-POCZS,52,39.9,Month-to-month,2,0.59,66.2,Add Protection Bundle; Upgrade to Annual Contract
5893-KCLGT,72,19.75,Two year,0,2.24,66.2,Add Protection Bundle
2834-JKOOW,15,45.9,One year,4,0.27,66.2,Add Streaming Services
7242-EDTYC,44,19.55,Two year,0,0.75,66.2,Add Protection Bundle
7109-MFBYV,26,45.45,Month-to-month,0,0.41,66.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0902-RFHOF,38,20.1,One year,0,0.26,66.2,Add Protection Bundle
2408-PSJVE,44,61.9,Month-to-month,3,4.45,66.1,Add Streaming Services; Upgrade to Annual Contract
0374-FIUCA,65,20.4,Two year,0,0.28,66.1,Add Protection Bundle
3317-VLGQT,14,78.1,Month-to-month,1,1.06,66.1,Add Protection Bundle; Upgrade to Annual Contract
9833-TGFHX,42,97.1,One year,3,9.32,66.1,Add Tech Support
8434-VGEQQ,61,20.55,Two year,0,0.74,66.1,Add Protection Bundle; Add Tech Support
7665-NKLAV,36,40.65,Two year,3,0.19,66.0,Add Streaming Services
4836-WNFNO,72,25.0,Two year,0,0.16,66.0,Add Protection Bundle
6243-OZGFH,23,44.95,Month-to-month,2,0.68,66.0,Add Protection Bundle; Upgrade to Annual Contract
9537-JALFH,69,19.9,Two year,0,0.87,66.0,Add Protection Bundle; Add Tech Support
2348-KCJLT,44,61.5,One year,3,0.3,66.0,Add Streaming Services
3323-CPBWR,23,96.9,Month-to-month,3,10.91,66.0,Upgrade to Annual Contract
1776-SPBWV,34,20.1,One year,0,0.26,66.0,Add Protection Bundle
9081-WWXKP,47,20.25,Two year,0,0.16,65.9,Add Protection Bundle
4701-MLJPN,31,55.25,Month-to-month,2,15.73,65.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3812-LRZIR,27,24.5,Two year,0,0.22,65.9,Add Protection Bundle
5380-XPJNZ,38,20.05,One year,0,1.67,65.9,Add Protection Bundle; Add Tech Support
2560-WBWXF,68,24.15,Two year,0,0.27,65.9,Add Protection Bundle
0178-SZBHO,47,87.2,Month-to-month,2,19.11,65.9,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
